office,district,candidate,party,precinct,votes,absentee_votes
State House,,Ronald F. Iacobbo*,R,Providence 2842,2,1
State House,,Ronald F. Iacobbo*,R,Providence 2844,17,1
State House,,Barbara Ann Fenton-Fung*,R,Cranston 0706,281,42
State House,,Barbara Ann Fenton-Fung*,R,Cranston 0707,271,20
State House,,Barbara Ann Fenton-Fung*,R,Cranston 0708,223,38
State House,,Barbara Ann Fenton-Fung*,R,Cranston 0709,312,34
State House,,Maryann Lancia*,R,Cranston 0710,123,21
State House,,Maryann Lancia*,R,Cranston 0711,129,14
State House,,Maryann Lancia*,R,Cranston 0712,180,26
State House,,Maryann Lancia*,R,Cranston 0713,225,30
State House,,Maryann Lancia*,R,Cranston 0714,23,1
State House,,Maryann Lancia*,R,Cranston 0715,106,15
State House,,Ronald A. Loparto,R,Warwick 3512,30,4
State House,,Ronald A. Loparto,R,Warwick 3513,47,15
State House,,Ronald A. Loparto,R,Warwick 3514,53,14
State House,,Ronald A. Loparto,R,Warwick 3515,68,12
State House,,Patricia L. Morgan*,R,Coventry 0603,71,11
State House,,Patricia L. Morgan*,R,Warwick 3532,27,6
State House,,Patricia L. Morgan*,R,West Warwick 3804,92,14
State House,,Patricia L. Morgan*,R,West Warwick 3805,37,5
State House,,Patricia L. Morgan*,R,West Warwick 3806,32,2
State House,,George A. Nardone*,R,Coventry 0605,35,6
State House,,George A. Nardone*,R,Coventry 0606,108,7
State House,,George A. Nardone*,R,Coventry 0609,37,6
State House,,George A. Nardone*,R,Coventry 0610,31,0
State House,,George A. Nardone*,R,Coventry 0611,40,2
State House,,Sherry Roberts*,R,Coventry 0613,59,8
State House,,Sherry Roberts*,R,Coventry 0615,99,22
State House,,Sherry Roberts*,R,West Greenwich 3701,57,12
State House,,Sherry Roberts*,R,West Greenwich 3702,35,7
State House,,Sherry Roberts*,R,West Greenwich 3703,18,4
State House,,Antonio Giarrusso*,R,East Greenwich 0901,11,1
State House,,Antonio Giarrusso*,R,East Greenwich 0903,90,25
State House,,Antonio Giarrusso*,R,East Greenwich 0905,90,21
State House,,Antonio Giarrusso*,R,West Greenwich 3704,38,9
State House,,Blake A. Filippi*,R,Charlestown 0501,44,1
State House,,Blake A. Filippi*,R,Charlestown 0502,44,4
State House,,Blake A. Filippi*,R,Charlestown 0503,56,4
State House,,Blake A. Filippi*,R,Charlestown 0504,40,10
State House,,Blake A. Filippi*,R,New Shoreham 2201,21,5
State House,,Blake A. Filippi*,R,South Kingstown 3209,23,7
State House,,Blake A. Filippi*,R,South Kingstown 3210,33,4
State House,,Blake A. Filippi*,R,Westerly 3601,23,4
State House,,"Donald J. Kohlman, II*",R,Hopkinton 1401,69,7
State House,,"Donald J. Kohlman, II*",R,Hopkinton 1402,55,6
State House,,"Donald J. Kohlman, II*",R,Westerly 3606,21,5
State House,,"Donald J. Kohlman, II*",R,Westerly 3607,34,6
State House,,Justin K. Price*,R,Exeter 1103,92,14
State House,,Justin K. Price*,R,Hopkinton 1403,20,1
State House,,Justin K. Price*,R,Richmond 2902,140,8
State House,,Michael W. Chippendale*,R,Coventry 0617,32,3
State House,,Michael W. Chippendale*,R,Coventry 0618,26,7
State House,,Michael W. Chippendale*,R,Foster 1201,97,10
State House,,Michael W. Chippendale*,R,Glocester 1301,134,12
State House,,Robert J. Quattrocchi*,R,Cranston 0730,336,39
State House,,Robert J. Quattrocchi*,R,Scituate 3001,80,15
State House,,Robert J. Quattrocchi*,R,Scituate 3002,83,11
State House,,Robert J. Quattrocchi*,R,Scituate 3003,68,10
State House,,Frank T. Ricci*,R,Cranston 0731,161,13
State House,,Frank T. Ricci*,R,Johnston 1603,57,5
State House,,Frank T. Ricci*,R,Johnston 1604,37,7
State House,,Frank T. Ricci*,R,Johnston 1605,33,3
State House,,Nicola Antonio Grasso*,R,Johnston 1606,10,1
State House,,Nicola Antonio Grasso*,R,Johnston 1607,10,0
State House,,Nicola Antonio Grasso*,R,Johnston 1608,48,8
State House,,Nicola Antonio Grasso*,R,Johnston 1609,19,2
State House,,Nicola Antonio Grasso*,R,Johnston 1610,48,5
State House,,Nicola Antonio Grasso*,R,Johnston 1611,19,4
State House,,Nicola Antonio Grasso*,R,Johnston 1612,28,3
State House,,David J. Place*,R,Burrillville 0301,99,17
State House,,David J. Place*,R,Burrillville 0303,142,21
State House,,David J. Place*,R,Glocester 1303,14,0
State House,,Brian C. Newberry*,R,Burrillville 0306,41,6
State House,,Brian J. Rea*,R,Glocester 1304,34,3
